UUID,標題,副標,記者,報紙,版次,發稿日期,連結
dad2ee78-a653-4e8f-b482-e7d56e11ac51,美大選倒數 提前投票啟動,,【編譯徐薏茹╱綜合外電】,經濟日報,A6版 國際,2024-09-23,https://udndata.com/ndapp/Story?no=488&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-23&news_id=10423148
25ec4891-6b64-415c-9252-f5f9ed0853de,台新投顧：股債平衡 持盈保泰,"財富管理論壇10/8登場 總座呂仁傑教戰投資心法，預期台股逐步向上，Q4看24,000點",【記者戴玉翔╱台北報導】,經濟日報,A1版 要聞,2024-09-23,https://udndata.com/ndapp/Story?no=489&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-23&news_id=10423201
0c4ce4fe-8186-4d98-83c8-b5d8fbd52ce9,梅鐸長子接班戰 牽動保守派立場,,【編譯張佑生╱綜合報導】,聯合報,A9版 國際,2024-09-22,https://udndata.com/ndapp/Story?no=490&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-22&news_id=10422625
8ed4c4c1-8c02-4ef2-a40b-566a86f827e4,外媒：高通洽談收購英特爾,,【編譯葉亭均╱綜合報導】,聯合報,A7版 財經要聞,2024-09-22,https://udndata.com/ndapp/Story?no=491&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-22&news_id=10422607
841001b5-a2b9-40c5-9b99-15d18f845ac7,董繼玲寫人生 勉年輕人走向國際,,【記者張博瑞╱台北報導】,聯合報,A6版 生活．文教,2024-09-22,https://udndata.com/ndapp/Story?no=492&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-22&news_id=10422603
5da83efa-1143-4a00-9c6f-de7fa71d3440,川普歧視海地人，其來有自,,【嚴震生】,聯合報,A11版 民意論壇,2024-09-22,https://udndata.com/ndapp/Story?no=493&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-22&news_id=10422633
706b08b2-9e1d-4d49-ac6d-70f638521876,美元指數 弱勢格局不變,周線連三黑 約在100上方震盪,【文╱林勁傑】,經濟日報,S14版 台股王外幣,2024-09-22,https://udndata.com/ndapp/Story?no=494&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-22&news_id=10422724
88f53311-efd8-47cd-8017-a071f3ccb25a,美國軟著陸基礎出現裂痕,,【■伍德里奇 （Adrian Wooldridge）】,經濟日報,A6版 國際,2024-09-22,https://udndata.com/ndapp/Story?no=495&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-22&news_id=10422688
62dfe814-7e18-49bb-959a-d1bd4d406a7f,"創新高 金價漲破2,600美元",,【編譯葉亭均╱綜合外電】,經濟日報,A7版 國際,2024-09-21,https://udndata.com/ndapp/Story?no=496&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-21&news_id=10422287
e0d9f3a0-5655-4cc7-8e80-a983646d97ac,美卡車司機工會中立 民主黨警訊,,【記者胡玉立╱綜合報導】,聯合報,A8版 國際,2024-09-20,https://udndata.com/ndapp/Story?no=497&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-20&news_id=10421684
b3aa4588-d9ce-4e5b-af75-b0915164e0ac,電動車：全球貿易戰新焦點,,【劉大年】,聯合報,A10版 民意論壇,2024-09-20,https://udndata.com/ndapp/Story?no=498&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-20&news_id=10421704
367630ed-a792-4f6c-8b52-c54664830adf,美工會中立化 牽動大選,卡車司機工會表態 不支持任何人,【記者胡玉立╱綜合報導】,經濟日報,A6版 國際,2024-09-20,https://udndata.com/ndapp/Story?no=499&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-20&news_id=10421872
68ee0c8d-d199-4aa5-982c-db5ed17a73b7,緊盯Fed降息路徑與連鎖反應,,【社論】,經濟日報,A2版 話題,2024-09-20,https://udndata.com/ndapp/Story?no=500&page=25&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-20&news_id=10421893
c78aa196-9fd4-487b-be97-3cab1397bcc0,拜登軍售 美台商會 認無助台軍事現代化,,【國際中心╱綜合報導】,聯合報,A9版 國際,2024-09-19,https://udndata.com/ndapp/Story?no=501&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-19&news_id=10421209
323e681e-cdf1-4875-bd2b-02406f6c581b,躲過二次暗殺 川普民調 仍落後賀錦麗,,【記者張文馨╱華盛頓報導】,聯合報,A9版 國際,2024-09-19,https://udndata.com/ndapp/Story?no=502&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-19&news_id=10421210
a97a59f6-5836-4706-a903-a4dc4aaaa869,債六股四 押科技股公司債,瀚亞：美經濟軟著陸 有助資產表現,【記者張瀞文╱台北報導】,經濟日報,B2版 基金,2024-09-19,https://udndata.com/ndapp/Story?no=503&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-19&news_id=10421410
cf9c683e-a405-44a7-82d6-7db48c879119,財經界看好賀錦麗勝選,CNBC最新調查,【編譯季晶晶╱綜合外電】,經濟日報,A6版 國際,2024-09-19,https://udndata.com/ndapp/Story?no=504&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-19&news_id=10421364
7ca81903-0783-4ded-84fd-f123458dde15,生活記事，2024春,當代散文,【張讓】,聯合報,D3版 聯合副刊,2024-09-18,https://udndata.com/ndapp/Story?no=505&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420665
c30bd4b7-8ffb-4520-bbbd-18fb5520b415,對陸晶片禁令 美日將達協議,,【國際中心╱綜合報導】,聯合報,A9版 國際,2024-09-18,https://udndata.com/ndapp/Story?no=506&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420731
a4ed83df-0fe4-441b-8935-90244faf8576,行刺川普槍手 球場埋伏12小時,,【編譯陳韻涵、盧思綸╱綜合報導】,聯合報,A9版 國際,2024-09-18,https://udndata.com/ndapp/Story?no=507&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420728
99625299-beed-4af1-b185-40d4d1e55b64,川普兩度遇暗殺 范斯歸咎左派,,【記者張文馨╱華盛頓報導】,聯合報,A9版 國際,2024-09-18,https://udndata.com/ndapp/Story?no=508&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420729
3f6958bb-c373-473d-abac-d4569aff5bf6,投顧：資本高密集產業受惠,,【記者陳儷方╱台北報導】,聯合報,A8版 財經要聞,2024-09-18,https://udndata.com/ndapp/Story?no=509&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420720
c981350a-a8ef-4651-a5ca-98541637b025,美批准72.6億對台軍售 強化戰機防空,,【記者張文馨、李人岳、陳熙文╱華盛頓—台北連線報導】,聯合報,A4版 要聞,2024-09-18,https://udndata.com/ndapp/Story?no=510&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420688
098092c1-ea94-4b80-89da-9ab3bdd4e7ef,生技期 避險優選,,【記者周克威整理】,經濟日報,C5版 上市櫃公司．期貨,2024-09-18,https://udndata.com/ndapp/Story?no=511&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420873
0262f915-7b07-41fd-aeff-2426b26b82fb,台股高息產品 人氣不墜,,【記者崔馨方╱台北報導】,經濟日報,B2版 基金,2024-09-18,https://udndata.com/ndapp/Story?no=512&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420890
ca07adf3-ce2d-4043-b673-044de70ac9a6,COP29議題 不談化石燃料,聯合國氣候峰會公布預期目標 聚焦能源儲存、減排甲烷、戰爭,【編譯吳孟真╱綜合外電】,經濟日報,A8版 國際,2024-09-18,https://udndata.com/ndapp/Story?no=513&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420917
a919ea07-03f3-4b5d-bd50-481250a94050,川普將推加密幣平台計畫,,【編譯簡國帆╱綜合外電】,經濟日報,A6版 國際,2024-09-18,https://udndata.com/ndapp/Story?no=514&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-18&news_id=10420928
65bc6e0a-a600-4be5-9562-b0677b65137e,美參議員：川普若斷援烏 等於讓中攻台,「普亭、習近平都希望川普回鍋白宮」,【國際中心╱綜合報導】,聯合報,A9版 國際,2024-09-17,https://udndata.com/ndapp/Story?no=515&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420302
3ae4470c-4c9b-48bd-93ae-ea49390210c0,觀望美大選 COP29與會國避談金援,,【國際中心╱綜合報導】,聯合報,A9版 國際,2024-09-17,https://udndata.com/ndapp/Story?no=516&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420303
a0929951-13a5-4fbb-bdcd-732b54ec4da8,川普再度躲過暗殺,,【編譯陳韻涵、茅毅╱綜合報導】,聯合報,A2版 焦點,2024-09-17,https://udndata.com/ndapp/Story?no=517&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420250
20e2e42b-4a0a-4fce-9b4e-0b8510863f85,58歲槍手被捕 曾號召志願軍保台,,【編譯盧思綸、茅毅╱綜合報導】,聯合報,A2版 焦點,2024-09-17,https://udndata.com/ndapp/Story?no=518&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420252
881b92fd-3d37-4844-846f-67a9da061f9e,球場開放空間「這次探員反應夠快」,,【編譯茅毅╱綜合報導】,聯合報,A2版 焦點,2024-09-17,https://udndata.com/ndapp/Story?no=519&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420253
5559bc67-acfd-4ce3-a0d9-f8da75fef979,競逐白宮大位 拿命在選,,【編譯盧思綸╱綜合報導】,聯合報,A2版 焦點,2024-09-17,https://udndata.com/ndapp/Story?no=520&page=26&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420251
cf5d42da-5bd7-408c-ab93-0d75a55732cb,樂於當棋子 也須控管風險,,【王亮╱中華戰略學會資深研究員（台北市）】,聯合報,A13版 民意論壇,2024-09-17,https://udndata.com/ndapp/Story?no=521&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420332
256f2fa5-00bd-4e84-8968-6e8fc985d41d,川普再遭槍手伏擊,英媒：政治暴力恐成新常態,【國際中心╱綜合外電】,經濟日報,A1版 要聞,2024-09-17,https://udndata.com/ndapp/Story?no=522&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-17&news_id=10420465
15abaacb-2635-4571-a684-4d0c264cdaa6,一周大事給你抄,,【本報訊】,聯合報,R08版 好讀周報國際力,2024-09-16,https://udndata.com/ndapp/Story?no=523&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419838
3ce69bf0-0ac6-41f5-a03f-6c83d11cac8d,國際周報,,【本報記者郭崇倫、記者許珮絨整理】,聯合報,A9版 全球瞭望,2024-09-16,https://udndata.com/ndapp/Story?no=524&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419776
83e1d256-97b1-46f4-9e04-6ff3de669bf2,葉望輝建議 美總統選出 台應提軍購清單,,【國際中心╱綜合報導】,聯合報,A2版 焦點,2024-09-16,https://udndata.com/ndapp/Story?no=525&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419754
1cae932f-2736-433c-9865-7fceb90e20fa,歐洲房事成極右派箭靶,,【文╱編譯吳國卿】,經濟日報,P13版 經濟彭博周報觀點,2024-09-16,https://udndata.com/ndapp/Story?no=526&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10420031
11d8dbdf-3d15-4907-8713-335e9a04a99d,台股基金 下季有看頭,,【記者王奐敏╱台北報導】,經濟日報,B2版 基金,2024-09-16,https://udndata.com/ndapp/Story?no=527&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10420021
043c7ae6-671d-494d-b161-79dcb1b1537e,FT：美經濟走向軟著陸,,【編譯任中原╱綜合外電】,經濟日報,A6版 國際,2024-09-16,https://udndata.com/ndapp/Story?no=528&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419991
1afdbf32-b6d9-4b2f-97b1-0ebd10ff5e8a,兩黨爭取海外選民支持,總統大選情勢膠著…,【編譯陳苓╱綜合外電】,經濟日報,A6版 國際,2024-09-16,https://udndata.com/ndapp/Story?no=529&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419992
0883b72c-050a-4a11-b279-defbf43e5db5,川普的負面效應…,,【史提格里茲】,經濟日報,A6版 國際,2024-09-16,https://udndata.com/ndapp/Story?no=530&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419986
175b70e6-ff1c-4454-abb1-03bd3163b9fe,華爾街令聯準會左右為難,,【陶冬】,經濟日報,A12版 台股熱點,2024-09-16,https://udndata.com/ndapp/Story?no=531&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-16&news_id=10419934
4a60234e-dd19-45ea-abec-2479803d5627,賀錦麗單獨受訪 被譏「空心菜」,,【編譯梁采蘩╱綜合報導】,聯合報,A9版 國際,2024-09-15,https://udndata.com/ndapp/Story?no=532&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-15&news_id=10419398
d9330cd8-b3d2-4a3b-a89a-c54e5cb38833,一周大事（113年9月8日~9月14日）,,【本報訊】,聯合報,A12版 綜合,2024-09-15,https://udndata.com/ndapp/Story?no=533&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-15&news_id=10419303
42f44dcf-c68e-4548-94b0-a631fa3f63fe,「抗中」須兼顧台灣社會的脆弱性,,【趙建民╱文化大學國發大陸所兼教授、陸委會前副主委】,聯合報,A10版 民意論壇,2024-09-15,https://udndata.com/ndapp/Story?no=534&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-15&news_id=10419292
99026731-068d-4abf-9945-82d77308403f,美元指數 維持弱勢格局,Fed仍有機會降息2碼,【文╱林勁傑】,經濟日報,S14版 台股王外幣,2024-09-15,https://udndata.com/ndapp/Story?no=535&page=27&udndbid=udnfree&SearchString=JiMyNDAyOTsmIzI2MjIyOyuk6bTBPj0yMDI0MDcyMiuk6bTBPD0yMDI0MTEwNyuz%2BKdPPcFwpliz%2BHy4Z8DZpOmz%2BHzBcKZYsd%2Bz%2BHxVcGFwZXI%3D&sharepage=20&select=1&kind=2&article_date=2024-09-15&news_id=10419422
