識別碼,來源媒體,新聞分類,發布日期,新聞連結,folder,新聞標題,Source,LLM
news_a987cfc5fa4616ea4eff93cdbaf97d3e,自由時報,國際新聞,8/24/2024 21:30,https://news.ltn.com.tw/news/world/paper/1663578,國際新聞,小甘迺迪同台川普 川粉振奮,NDC,中立
news_918cdb5f602292750c787b6b5f7c37c1,2011 ETtoday.net. All Rights Reserved.,國際新聞,11/2/2024 5:37,https://www.ettoday.net/news/20241102/2847131.htm,國際新聞,7大搖擺州誰贏？最新民調「賀錦麗2川普5」　美媒揭勝選路徑,NDC,中立
news_75d8222594ef24b2c9e6fcfef03c17ed,中央通訊社,國際焦點,8/26/2024 3:38,https://www.cna.com.tw/news/aopl/202408260062.aspx,國際新聞,前國安顧問新書：川普任內不顧幕僚反對討好蒲亭,NDC,反對
news_d07805d4ff87e0f9326d76b1a7e35dab,自由時報,國際新聞,10/11/2024 23:55,https://news.ltn.com.tw/news/world/breakingnews/4828179,國際新聞,美大選無法預測結果！華爾街日報民調：7關鍵搖擺州緊咬,NDC,中立
news_800dabe4100da11834fd5a017107492e,自由時報,國際新聞,10/12/2024 12:29,https://news.ltn.com.tw/news/world/breakingnews/4828670,國際新聞,鎖定川普年齡出招！ 賀錦麗公布體檢報告,NDC,反對
news_810203833e4134cdd2ee06fd83a27b27,自由時報,國際新聞,10/12/2024 10:54,https://news.ltn.com.tw/news/world/breakingnews/4828730,國際新聞,賀錦麗將公布健康報告 嗆近8旬川普不敢照辦,NDC,反對
news_20ff3f8df392adf1264432c9a979e814,自由時報,國際新聞,11/1/2024 21:30,https://news.ltn.com.tw/news/world/paper/1675007,國際新聞,不只馬斯克 川普擬重用小羅勃甘迺迪,NDC,反對
news_13405f401bffea8b18d8f965228cc033,自由時報,國際新聞,11/1/2024 21:30,https://news.ltn.com.tw/news/world/paper/1675008,國際新聞,川普再陷女性議題爭議 賀加碼回擊,NDC,反對
news_c8220598083423247ec74e1a8e5fc86b,中央通訊社,國際焦點,8/27/2024 7:06,https://www.cna.com.tw/news/aopl/202408270188.aspx,國際新聞,美倉促撤軍阿富汗亂象多 川普歸咎拜登與賀錦麗,NDC,中立
news_11d85618d497806287157fad8b8d9396,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/26/2024 23:39,https://www.ettoday.net/news/20240727/2785474.htm,國際新聞,FBI未釐清川普受傷原因惹議　紐時指「子彈擦過右耳」,NDC,中立
news_453be9725ad130d9103d1a8a99a372cf,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/27/2024 1:25,https://www.ettoday.net/news/20240727/2785480.htm,國際新聞,賀錦麗民調直追！　華爾街日報：與川普差距僅2％,NDC,中立
news_10a993ceed1aeaec8c91dbb997cb538a,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/27/2024 3:40,https://www.ettoday.net/news/20240727/2785497.htm,國際新聞,誓重回「槍案發生地」辦造勢　川普高喊：戰鬥！戰鬥！戰鬥！,NDC,中立
news_3445355b5d9058a27fcb153a367ce497,自由時報,國際新聞,11/2/2024 5:36,https://news.ltn.com.tw/news/world/breakingnews/4850204,國際新聞,投票箱遭焚憂選後暴力 華盛頓州令國民兵待命,NDC,中立
news_8151b3cb31c0f1faf57d23ccfad7ebc7,自由時報,國際新聞,11/2/2024 8:09,https://news.ltn.com.tw/news/world/breakingnews/4850289,國際新聞,華茲口誤還是刻意？被稱「男同志」 馬斯克高EQ：不介意,NDC,反對
news_393f205321624b7e997e423b7e3f18d8,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/27/2024 5:15,https://www.ettoday.net/news/20240727/2785518.htm,國際新聞,FBI首度證實！川普右耳「真的被子彈擊中」　本人無奈回應了,NDC,中立
news_738c5a020747a3ca2018094335450f54,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/27/2024 9:57,https://www.ettoday.net/news/20240727/2785605.htm,國際新聞,罵賀錦麗「沒小孩的養貓女士」被炎上　川普副手范斯緊急滅火,NDC,反對
news_823e8236e7703c3fdf455be73a61232c,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/27/2024 5:12,https://www.ettoday.net/news/20240727/2785618.htm,國際新聞,川普發話！賀錦麗「正式獲提名」前　不會和她參加辯論,NDC,中立
news_bfeeee32851ee8bbadd9d00a2617ce94,中央通訊社,國際焦點,11/2/2024 13:02,https://www.cna.com.tw/news/aopl/202411020222.aspx,國際新聞,美選競爭激烈 誰入主白宮恐得看賓州小郡開票結果,NDC,中立
news_1de6de7eeb339520b1716d8a691f3334,自由時報,國際新聞,8/10/2024 16:54,https://news.ltn.com.tw/news/world/breakingnews/4765248,國際新聞,"傳美駐日大使易曼紐11月離任 可能出任賀錦麗國安顧問
",NDC,中立
news_4b12d6230873eea39ebb11bd4b43128a,自由時報,國際新聞,8/10/2024 17:06,https://news.ltn.com.tw/news/world/breakingnews/4765250,國際新聞,"紐時民調：賀錦麗在3關鍵搖擺州超前川普
",NDC,中立
news_1142c31d229918ed5f020fdfc97b782e,自由時報,國際新聞,8/11/2024 2:32,https://news.ltn.com.tw/news/world/breakingnews/4765372,國際新聞,川普競選播「鐵達尼號」主題曲 席琳狄翁發聲明：他未經授權,NDC,反對
news_3f1aa74704524acc72d44fdcc05a7835,自由時報,國際新聞,8/11/2024 4:24,https://news.ltn.com.tw/news/world/breakingnews/4765479,國際新聞,川普競選團隊遭駭 疑伊朗介入美國大選,NDC,支持
news_96dd0cf367559faebc4bfe1e5f56cd0d,自由時報,國際新聞,8/11/2024 5:08,https://news.ltn.com.tw/news/world/breakingnews/4765525,國際新聞,川普改口？不再保證24小時俄烏停戰 承諾就職前促成和平,NDC,中立
news_c325c20d6b9eebca1d879edabe27f826,自由時報,國際新聞,8/11/2024 15:32,https://news.ltn.com.tw/news/world/breakingnews/4765940,國際新聞,川粉心態大解析：賀錦麗爆紅又怎樣 蜜月期啦走著瞧,NDC,反對
news_a37355d996327c0cc45aa8e86e7377ca,中央通訊社,國際焦點,11/2/2024 4:51,https://www.cna.com.tw/news/aopl/202411020090.aspx,國際新聞,民主黨超前部署 因應川普過早自行宣布勝選,NDC,反對
news_4ea8a6b7a169eb38aa4cfbf59de84965,自由時報,國際新聞,9/25/2024 18:45,https://news.ltn.com.tw/news/world/breakingnews/4811274,國際新聞,"美主要穆斯林團體表態挺賀錦麗 批川普構成更大危害
",NDC,反對
news_14ce787346e02ecbde83ec9589fa8e97,自由時報,國際新聞,9/25/2024 20:36,https://news.ltn.com.tw/news/world/breakingnews/4811279,國際新聞,"川普擬10月重回賓州槍擊現場造勢 數月前才躲過暗殺
",NDC,中立
news_6bd55faffab55e1a5504cc8d23646bc9,自由時報,國際新聞,9/26/2024 0:13,https://news.ltn.com.tw/news/world/breakingnews/4811290,國際新聞,7月曾躲過死神 川普宣布10月重回賓州槍擊現場造勢,NDC,中立
news_bfc40b60c171d1f5ff1aaf2e807b3059,自由時報,國際新聞,7/27/2024 5:25,https://news.ltn.com.tw/news/world/breakingnews/4750178,國際新聞,川普預計回到遭槍擊地點！向死傷者致敬,NDC,中立
news_1c5503ea4abd2966b079712727add332,自由時報,國際新聞,9/26/2024 5:08,https://news.ltn.com.tw/news/world/breakingnews/4811582,國際新聞,澤倫斯基公開批評川普搭檔 共和黨警告「恐影響未來軍援」,NDC,反對
news_a4153e244a9e3095502e749a4de646da,自由時報,國際新聞,9/26/2024 7:15,https://news.ltn.com.tw/news/world/breakingnews/4811834,國際新聞,澤倫斯基訪美踩紅線？眾院議長強生要求開除烏克蘭大使,NDC,反對
news_b9428929322a09d8aba8088b54f3d93b,自由時報,國際新聞,9/26/2024 13:29,https://news.ltn.com.tw/news/world/breakingnews/4812192,國際新聞,賀錦麗自曝有槍大膽挺槍枝權 專家：選戰膠著拉攏擁槍選民,NDC,中立
news_44ad4b37fc67ae4091eb80c020968998,自由時報,國際新聞,9/26/2024 13:51,https://news.ltn.com.tw/news/world/breakingnews/4812390,國際新聞,賀錦麗演講大翻車！自打臉喊「擺脫失敗政策」 網：最大笑話,NDC,支持
news_083d125f558c5a86fad7a757a12e4389,2011 ETtoday.net. All Rights Reserved.,國際新聞,10/4/2024 4:11,https://www.ettoday.net/news/20241004/2829047.htm,國際新聞,麗茲錢尼倒戈了！改支持賀錦麗　轟川普「不適任總統」,NDC,反對
news_c64e72b4d62a53b5619488d10382c0f5,2011 ETtoday.net. All Rights Reserved.,國際新聞,10/4/2024 4:01,https://www.ettoday.net/news/20241004/2829076.htm,國際新聞,「川普是最危險的總統候選人！」布魯斯史普林斯汀表態　力挺賀錦麗,NDC,反對
news_362a474e1ab4049e5cc381371ebc0e78,自由時報,國際新聞,9/15/2024 0:14,https://news.ltn.com.tw/news/world/breakingnews/4800512,國際新聞,賀錦麗辯論耳環藏玄機？科技公司趁機「蹭熱度」,NDC,反對
news_63c634377b746c48fbf14c5048a80d80,自由時報,國際新聞,9/15/2024 3:18,https://news.ltn.com.tw/news/world/breakingnews/4800527,國際新聞,不怕「移民吃貓狗」惹議  川普承諾：當選後將驅逐春田市海地移民,NDC,反對
news_ffbae0119cd002e2b5dcb18dd2677894,中央通訊社,國際焦點,11/1/2024 23:48,https://www.cna.com.tw/news/aopl/202411020012.aspx,國際新聞,川普2.0進擊白宮 非典型狂人總統征途選戰打法升級,NDC,反對
news_b31292ac5e158644e7e56e1a945d52a6,中央通訊社,國際焦點,11/2/2024 3:15,https://www.cna.com.tw/news/aopl/202411020050.aspx,國際新聞,川普又提選舉舞弊 埋下美大選結果再受質疑隱憂,NDC,反對
news_9fa08ea0935ae6ee2d27cb0de294a595,中央通訊社,國際焦點,11/2/2024 4:22,https://www.cna.com.tw/news/aopl/202411020080.aspx,國際新聞,調查：近半美國人緬懷1950年代榮光 認國家變糟,NDC,反對
news_1782140bd0371b43aa198367dcfafc55,中央通訊社,國際焦點,11/2/2024 4:24,https://www.cna.com.tw/news/aopl/202411020081.aspx,國際新聞,川普提及用槍瞄準前議員 賀錦麗斥不夠格當總統,NDC,反對
news_1beb8e7d7a810a7541f683e616805c9d,中央通訊社,國際焦點,11/2/2024 4:51,https://www.cna.com.tw/news/aopl/202411020091.aspx,國際新聞,投票箱遭焚憂選後暴力 華盛頓州令國民兵待命,NDC,中立
news_00a9788b711aa29ee13b2171cce2c8d8,自由時報,國際新聞,7/28/2024 22:22,https://news.ltn.com.tw/news/world/breakingnews/4751525,國際新聞,美媒ABC民調：賀錦麗支持度急升「超車川普」,NDC,中立
news_5e82c3a1b9e06438b026a2fa77c56ff2,自由時報,國際新聞,7/29/2024 7:40,https://news.ltn.com.tw/news/world/breakingnews/4752026,國際新聞,不怕賀錦麗急起直追 川普團隊：「蜜月期」很快就會結束,NDC,中立
news_4d4d897711e903a3013c30f263e42889,自由時報,國際新聞,7/29/2024 10:20,https://news.ltn.com.tw/news/world/breakingnews/4752255,國際新聞,拜登擬限制大法官任期！改革計畫曝光,NDC,反對
news_88dada9be64f45fbc80cae8034abe6a1,自由時報,國際新聞,7/29/2024 11:46,https://news.ltn.com.tw/news/world/breakingnews/4752352,國際新聞,拉美裔選民倒戈？川普握有「關鍵密碼」拚重返白宮,NDC,支持
news_08f36c064a2295d40d53de2f60f3725e,中央通訊社,國際焦點,11/2/2024 6:41,https://www.cna.com.tw/news/aopl/202411020119.aspx,國際新聞,賀錦麗以富士康投資威州為例 批川普經濟政策光說不練,NDC,反對
news_2349794d6c83d5e6a00353421f06e0f9,中央通訊社,國際焦點,11/2/2024 10:10,https://www.cna.com.tw/news/aopl/202411020183.aspx,國際新聞,若當選 川普將聘疫苗懷疑論者小羅勃甘迺迪任衛生要職,NDC,中立
news_20bfdb6696ab8d28adc32b3ff430e390,中央通訊社,國際焦點,11/2/2024 10:23,https://www.cna.com.tw/news/aopl/202411020188.aspx,國際新聞,美國國會選舉激烈不亞於總統 參院共和黨可望翻盤,NDC,中立
news_7e14f5eddd683ee136e44f138d6282fe,中央通訊社,國際焦點,11/2/2024 14:56,https://www.cna.com.tw/news/aopl/202411020241.aspx,國際新聞,選前週末 川普、賀錦麗雙雙赴北卡固票,NDC,中立
news_aae23a0229370e84d098d35d169af027,中央通訊社,國際焦點,9/10/2024 13:25,https://www.cna.com.tw/news/aopl/202409100411.aspx,國際新聞,控蘋果Google違競爭法規案勝訴 歐盟：最強大企業也不能凌駕法律,NDC,無關
news_75640b5c433566d7a734b163e095a230,2011 ETtoday.net. All Rights Reserved.,國際新聞,9/10/2024 0:05,https://www.ettoday.net/news/20240910/2813954.htm,國際新聞,台灣掌握美50％晶片生產　海莉：若中國犯台「影響超越烏俄戰爭」,NDC,中立
news_6781933c6bee61fa1e4940918f2cb06f,自由時報,國際新聞,9/11/2024 2:16,https://news.ltn.com.tw/news/world/breakingnews/4796594,國際新聞,川普砲火全開！首場辯論猛攻賀錦麗經濟政策 批「抄襲拜登」,NDC,中立
news_4455cdbf9edd4fe3cd734986e953a4fa,中央通訊社,國際焦點,9/18/2024 5:34,https://www.cna.com.tw/news/aopl/202409180135.aspx,國際新聞,川普2度遇刺後恢復競選 稱只有具份量總統會挨槍,NDC,反對
news_697258e6076a0d7cc3d0b225a2d6581a,自由時報,國際新聞,8/12/2024 21:30,https://news.ltn.com.tw/news/world/paper/1661549,國際新聞,賀錦麗不受訪不開記者會 選民霧裡看花,NDC,中立
news_87d8025d9c95fef475aa8b00d8d62677,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/14/2024 0:27,https://www.ettoday.net/news/20240814/2796888.htm,國際新聞,川普稱美國需要「強悍總統」　馬斯克：人們低估三戰的風險,NDC,中立
news_1cd66d5b338e860b68e0ce2b2acf3535,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/12/2024 8:28,https://www.ettoday.net/news/20240812/2795752.htm,國際新聞,日鐵收購美鋼　森高宏承諾：履行合約、不裁美國工人,NDC,中立
news_e5b8d8bc57575555c0a23d9548f3972d,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/12/2024 8:54,https://www.ettoday.net/news/20240812/2795943.htm,國際新聞,美媒：川普若當選貿易戰加劇　中國經濟受損更重,NDC,中立
news_f6d959dc60d96d46e1fedc9cfba496e1,自由時報,國際新聞,10/11/2024 21:30,https://news.ltn.com.tw/news/world/paper/1671574,國際新聞,搖擺州催票 歐巴馬打黑人牌,NDC,反對
news_5040871b4ab7bacb9a45bd6a18c22296,自由時報,國際新聞,10/11/2024 21:30,https://news.ltn.com.tw/news/world/paper/1671575,國際新聞,不論誰當選 美對中強硬不變,NDC,中立
news_cb1fb95e4f552684c2a23b5a60cd207a,中央通訊社,國際焦點,9/11/2024 2:20,https://www.cna.com.tw/news/aopl/202409110033.aspx,國際新聞,賀錦麗譴責川普4年讓美陷疫情與失業潮 川普反批經濟政策抄拜登,NDC,反對
news_7cf89de0b7b1bcce29bc8721a1138c83,中央通訊社,國際焦點,9/11/2024 3:21,https://www.cna.com.tw/news/aopl/202409110046.aspx,國際新聞,賀錦麗大選辯論籲以哈停火 川普：若我是總統根本不會開戰[影],NDC,中立
news_df056f2684b8ddd836f986a14ff63821,中央通訊社,國際焦點,7/28/2024 6:03,https://www.cna.com.tw/news/aopl/202407280095.aspx,國際新聞,賀錦麗：選情處劣勢 但終會擊敗川普的瘋狂謊言,NDC,反對
news_645e305a6df7658af7d7f52bbc6b1376,中央通訊社,國際焦點,7/28/2024 6:08,https://www.cna.com.tw/news/aopl/202407280096.aspx,國際新聞,川普：比特幣象徵自由主權 若當選將列戰略儲備,NDC,中立
news_14ea463f931f098ffd554b668e7e74d3,中央通訊社,國際焦點,8/11/2024 20:13,https://www.cna.com.tw/news/aopl/202408120005.aspx,國際新聞,拜登披露退選心路歷程 提黨內同僚壓力點名裴洛西,NDC,反對
news_7dc2af891b229a260e681dfb4646b48c,中央通訊社,國際焦點,8/12/2024 1:46,https://www.cna.com.tw/news/aopl/202408120022.aspx,國際新聞,賀錦麗未開記者會或接受媒體訪問 華郵紐時同質疑,NDC,中立
news_0a83a5da1ef8051a0f618a9461ea18cb,中央通訊社,國際焦點,8/12/2024 5:00,https://www.cna.com.tw/news/aopl/202408120106.aspx,國際新聞,美國經濟交給誰處理最放心？ 民調：賀錦麗支持度勝川普,NDC,中立
news_5e7571d158415a77102881bda62890b2,中央通訊社,國際焦點,8/12/2024 10:50,https://www.cna.com.tw/news/aopl/202408120280.aspx,國際新聞,川普聲稱賀錦麗用AI造假造勢人潮 紐時：不實指控,NDC,反對
news_d2a9cfe1079defbdf4e08f2e70644f1a,中央通訊社,國際焦點,8/12/2024 13:52,https://www.cna.com.tw/news/aopl/202408120335.aspx,國際新聞,馬斯克將專訪川普 8/13上午8時直播對談,NDC,中立
news_df577c9e15972c309c7be13faf350ea3,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/26/2024 5:14,https://www.ettoday.net/news/20240826/2804429.htm,國際新聞,Telegram執行長遭逮！　白宮前幕僚暗示「馬斯克恐是下一個」,NDC,無關
news_be2f86232197e2b32e19431d19185115,中央通訊社,國際焦點,9/11/2024 3:33,https://www.cna.com.tw/news/aopl/202409110052.aspx,國際新聞,川普挺懷孕6週以上禁墮胎 賀錦麗主張女性生育權[影],NDC,中立
news_d45e592f194fb86c6ec1615d5989fc10,中央通訊社,國際焦點,9/11/2024 4:18,https://www.cna.com.tw/news/aopl/202409110088.aspx,國際新聞,賀錦麗批前政府把晶片賣中國 川普稱晶片來自台灣[影],NDC,中立
news_4e9b5b9fc68b1aa2177e891804fea305,中央通訊社,國際焦點,9/11/2024 4:23,https://www.cna.com.tw/news/aopl/202409110090.aspx,國際新聞,賀錦麗說專注於未來 川普批她政見空泛無意義,NDC,中立
news_f3e9731fff8c30e97b7dee3222d6b7e8,中央通訊社,國際焦點,9/11/2024 4:39,https://www.cna.com.tw/news/aopl/202409110093.aspx,國際新聞,泰勒絲表態支持賀錦麗 讚華茲為LGBTQ+權益奮鬥,NDC,反對
news_9683609d886f309c34f8fb1dd7603ff2,中央通訊社,國際焦點,9/11/2024 4:46,https://www.cna.com.tw/news/aopl/202409110098.aspx,國際新聞,美大選辯論川普頻失控、賀錦麗表現穩 雙方陣營兩樣情,NDC,反對
news_89e94b838e8c1f4abf49fcf31cc4fb53,中央通訊社,國際焦點,9/11/2024 4:54,https://www.cna.com.tw/news/aopl/202409110103.aspx,國際新聞,賀錦麗川普辯論談俄烏戰爭 互批對方無能,NDC,中立
news_930a98a57aab5668f97a6798a651918d,中央通訊社,國際焦點,9/11/2024 5:03,https://www.cna.com.tw/news/aopl/202409110107.aspx,國際新聞,曾質疑賀錦麗非裔身分 川普：不在乎她想當什麼人,NDC,反對
news_5062fcf782f833e721da3e0043ca5930,中央通訊社,國際焦點,9/11/2024 5:13,https://www.cna.com.tw/news/aopl/202409110111.aspx,國際新聞,賀錦麗指他遭全球領袖訕笑 川普駁稱受人敬畏,NDC,中立
news_7957e00d7a6dbc124f2aece423f5f1b4,中央通訊社,國際焦點,9/11/2024 5:42,https://www.cna.com.tw/news/aopl/202409110126.aspx,國際新聞,賀錦麗陣營籲舉辦第2場辯論 川普：因為她輸很慘,NDC,中立
news_2490183f88a70e60445f016c802f599c,中央通訊社,國際焦點,9/11/2024 6:13,https://www.cna.com.tw/news/aopl/202409110144.aspx,國際新聞,賀錦麗川普首場辯論 民調：63%選民認為賀錦麗勝出,NDC,反對
news_fce96544e8094ef2c56bf76f2d0e3cf1,中央通訊社,國際焦點,9/11/2024 6:14,https://www.cna.com.tw/news/aopl/202409110145.aspx,國際新聞,美大選辯論未見勝負 搖擺州選民動向仍不明,NDC,中立
news_b5cc352746a22dd3cff9b75ee38e81a8,中央通訊社,國際焦點,9/11/2024 7:24,https://www.cna.com.tw/news/aopl/202409110176.aspx,國際新聞,美國總統大選辯論賀錦麗猛烈抨擊 川普幾度屈居守勢,NDC,反對
news_dc18c08f8122f0aff0bc73bddfc21141,中央通訊社,國際焦點,9/11/2024 7:40,https://www.cna.com.tw/news/aopl/202409110186.aspx,國際新聞,美總統大選辯論各界反應一覽 賀錦麗普獲好評、川普評價五五波,NDC,反對
news_f3c0f2cc8a8f2a74cc2b5eb04c668fd8,中央通訊社,國際焦點,9/11/2024 7:59,https://www.cna.com.tw/news/aopl/202409110202.aspx,國際新聞,川普矢言對中全面加徵關稅 賀錦麗批他出賣美國,NDC,中立
news_0860e88471f63a2d24a34c0f5279ce68,中央通訊社,國際焦點,9/11/2024 8:25,https://www.cna.com.tw/news/aopl/202409110219.aspx,國際新聞,賀錦麗首場辯論圈粉年輕女性 重燃選舉熱情,NDC,反對
news_826bc1e8271634acb22b7ad7aa56488b,中央通訊社,國際焦點,9/11/2024 12:08,https://www.cna.com.tw/news/aopl/202409110372.aspx,國際新聞,美國總統大選辯論 6大關鍵時刻看賀錦麗川普交鋒,NDC,反對
news_0ac68b0da1ca2ce47409731fa40d8386,中央通訊社,國際焦點,9/11/2024 12:19,https://www.cna.com.tw/news/aopl/202409110377.aspx,國際新聞,川普辯論後罕見親臨採訪室 自評「最佳表現」,NDC,中立
news_8e6aa78f9eda9d21a8ac0ea1d0976ac2,中央通訊社,國際焦點,9/11/2024 15:01,https://www.cna.com.tw/news/aopl/202409110409.aspx,國際新聞,川普宣稱總統辯論會「被操弄」 自認贏賀錦麗很多,NDC,中立
news_6f12510795a6e1a9b9417f517e80ff17,中央通訊社,國際焦點,7/28/2024 0:45,https://www.cna.com.tw/news/aopl/202407280024.aspx,國際新聞,賀錦麗副手選誰？美媒點名退役太空人凱利有望出線,NDC,中立
news_837f04345b6746710c1d8b075b6861d2,中央通訊社,國際焦點,7/28/2024 10:50,https://www.cna.com.tw/news/aopl/202407280191.aspx,國際新聞,美國總統大選倒數百日  川普與賀錦麗互批瘋狂,NDC,中立
news_4d353871c9bab57d7c8160126e0d1305,中央通訊社,國際焦點,7/28/2024 11:46,https://www.cna.com.tw/news/aopl/202407280207.aspx,國際新聞,川普向基督徒喊話：選我當總統4年後不用再投票,NDC,中立
news_188a9c8efb29cbcfcf868a89ed5c041e,自由時報,國際新聞,10/23/2024 21:30,https://news.ltn.com.tw/news/world/paper/1673535,國際新聞,捐5千萬美元挺賀 比爾蓋茲「不同以往」,NDC,反對
news_fa51015778bc0f5139d1cc97cf7216f5,自由時報,國際新聞,10/16/2024 21:30,https://news.ltn.com.tw/news/world/paper/1672328,國際新聞,中俄駭客進化 混合戰術介選,NDC,中立
news_fc9572734cfba933085cff5217892be7,中央通訊社,國際焦點,10/25/2024 6:39,https://www.cna.com.tw/news/aopl/202410250169.aspx,國際新聞,川普痛批非法移民問題 稱美國淪「世界的垃圾桶」,NDC,反對
news_67ed8b0f95fea061a47302f8babf54a8,自由時報,國際新聞,9/3/2024 22:01,https://news.ltn.com.tw/news/world/breakingnews/4789243,國際新聞,中國社群媒體認知戰進化 積極干預美國大選,NDC,中立
news_dee7649a1fadf718219551d9c7b3d1e9,2011 ETtoday.net. All Rights Reserved.,國際新聞,10/13/2024 4:10,https://www.ettoday.net/news/20241013/2834169.htm,國際新聞,拜登賀錦麗鬧不合？　專家：他被逼退選後「故意破壞」賀錦麗競選,NDC,反對
news_d4ab83f9e207c8987db04eebffc677d5,自由時報,國際新聞,8/29/2024 21:30,https://news.ltn.com.tw/news/world/paper/1664470,國際新聞,與川普團隊拉關係 北京碰壁,NDC,中立
news_a470cd05b6042b1d1121a6127b8dc1c8,自由時報,國際新聞,9/25/2024 21:30,https://news.ltn.com.tw/news/world/paper/1668972,國際新聞,賀錦麗亞利桑那州競辦二度遭槍擊 川普聽取伊朗謀刺簡報,NDC,中立
news_aeab2db3c0ae18887b4eb33fe34d7d17,中央通訊社,國際焦點,9/26/2024 1:24,https://www.cna.com.tw/news/aopl/202409260045.aspx,國際新聞,美國國會通過臨時支出法案 避免選前政府停擺,NDC,中立
news_b797ed7b67947e1374863192d245dd07,中央通訊社,國際焦點,9/15/2024 17:54,https://www.cna.com.tw/news/aopl/202409160002.aspx,國際新聞,她表態挺賀錦麗後 川普發文「我恨泰勒絲」,NDC,反對
news_77ffa3d25e0843eb22aa9dbbe43aefb3,中央通訊社,國際焦點,9/15/2024 19:46,https://www.cna.com.tw/news/aopl/202409160003.aspx,國際新聞,團隊：鄰近地區發生槍擊 川普平安,NDC,中立
news_f6f228457791f29d043d79f308d97690,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/27/2024 23:33,https://www.ettoday.net/news/20240728/2785927.htm,國際新聞,民主黨內鬥！拜登退選超不爽　1招報復歐巴馬、裴洛西,NDC,中立
news_4b0d4426564d400ec90092b2c071bd69,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/28/2024 7:29,https://www.ettoday.net/news/20240728/2786082.htm,國際新聞,川普勝選「不會」協防台灣？日媒剖析可能性分析：台海淪談判籌碼,NDC,反對
news_4cb3b987029d6b2a3be44708f171fd11,2011 ETtoday.net. All Rights Reserved.,國際新聞,7/28/2024 6:42,https://www.ettoday.net/news/20240728/2786167.htm,國際新聞,川普：比特幣象徵自由主權　若當選將列戰略儲備,NDC,中立
news_a14386174ff39abe7cbf9e46cecd1179,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/11/2024 21:31,https://www.ettoday.net/news/20240812/2795461.htm,國際新聞,揭退選心路歷程　拜登：裴洛西的態度影響很多人,NDC,反對
news_e7ad754bb60deff14afee941d44b408a,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/12/2024 4:54,https://www.ettoday.net/news/20240812/2795691.htm,國際新聞,凱特王妃又露面了！素顏同框「蓄鬍威廉」　粉絲驚呼：好粗獷,NDC,無關
news_8683fe2e49e679609007857c371e7c34,自由時報,國際新聞,7/28/2024 5:12,https://news.ltn.com.tw/news/world/breakingnews/4750956,國際新聞,川普競選發言人：賀錦麗「極左」又無能 無關種族性別,NDC,支持
news_be3294a1790de100cbc005cca1ca910c,2011 ETtoday.net. All Rights Reserved.,國際新聞,8/12/2024 17:41,https://www.ettoday.net/news/20240813/2796119.htm,國際新聞,馬斯克將專訪川普　台灣時間今早8點X平台直播,NDC,反對
news_07f3530f6108374fd50d9197d850e90c,2011 ETtoday.net. All Rights Reserved.,國際新聞,9/25/2024 23:47,https://www.ettoday.net/news/20240926/2823861.htm,國際新聞,美國年輕選民支持賀錦麗！　最新民調52%：40%大幅領先川普,NDC,反對
news_ac36dd71bf4189b8a91fe0c830ce049f,自由時報,國際新聞,8/26/2024 5:26,https://news.ltn.com.tw/news/world/breakingnews/4780315,國際新聞,甘迺迪家族後人支持川普 控訴媒體審查扼殺競選之路,NDC,支持
news_bd9eeae43a86e7f2c62d87599a983802,自由時報,國際新聞,8/1/2024 21:30,https://news.ltn.com.tw/news/world/paper/1659710,國際新聞,裴洛西出書 批川普「精神錯亂」,NDC,反對
news_6aa2aa9500c53187f082912cf71a04a5,自由時報,國際新聞,8/1/2024 21:30,https://news.ltn.com.tw/news/world/paper/1659711,國際新聞,印度裔？非裔？ 川普批賀政治「裔」圖,NDC,反對
news_48acbdd748c49e8a840cd26deaa79ab1,自由時報,國際新聞,8/26/2024 8:18,https://news.ltn.com.tw/news/world/breakingnews/4780536,國際新聞,民主黨內部民調示警！賀錦麗領先優勢或為假象,NDC,支持
news_c214103748e4ea584e2c7060f3487836,自由時報,國際新聞,9/25/2024 21:30,https://news.ltn.com.tw/news/world/paper/1668971,國際新聞,美智庫民調：賀錦麗支持者更願意出兵保台,NDC,中立
news_b1a9a57909a7c486e5d3edc1ab75663e,自由時報,國際新聞,7/29/2024 3:50,https://news.ltn.com.tw/news/world/breakingnews/4751729,國際新聞,川普「取消選舉」言論引爆政壇 好萊塢名人瘋傳假訊息,NDC,支持
